#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2333295	240057	29875	232153	205938	-	-	Syngap1	Iqgap1	Gm1963|Syngap	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Wilkinson B (2017)	PUBMED:28706196	10090	10090	High Throughput	-	-	Postsynaptic density (PSD) interactions	-	BIOGRID	F6SEU4	-	NP_001268420	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2340295	105689	29875	222897	205938	-	-	Mycbp2	Iqgap1	AU023734|AW107953|AW546647|C130061D10Rik|Pam|Phr1|R75243	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Li J (2017)	PUBMED:28671696	10090	10090	High Throughput	-	-	e14	-	BIOGRID	Q7TPH6	E9PUJ6	NP_997098	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2341424	211651	29875	229254	205938	-	-	Fancd2	Iqgap1	2410150O07Rik|AU015151|BB137857|FA-D2|FA4|FACD|FAD|FANCD	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Zhang T (2017)	PUBMED:28378742	10090	10090	High Throughput	-	-	-	-	BIOGRID	Q80V62	B2RSU4|Q3UQJ0	NP_001028416	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2396683	109880	29875	225124	205938	-	-	Braf	Iqgap1	9930012E13Rik|AA120551|AA387315|AA473386|B-raf|Braf-2|Braf2|C230098H17|C87398|D6Ertd631e	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Eisenhardt AE (2016)	PUBMED:27034005	10090	10090	High Throughput	-	-	-	-	BIOGRID	P28028	-	NP_647455	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2485941	203228	29875	128456	205938	-	-	C9orf72	Iqgap1	ALSFTD|FTDALS	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Sellier C (2016)	PUBMED:27103069	9606	10090	Low Throughput	-	-	-	-	BIOGRID	Q96LT7	Q9NUW0	NP_001242983|NP_659442|NP_060795	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Homo sapiens	Mus musculus
2535567	24252	29875	246437	205938	-	-	Cebpa	Iqgap1	DBPCEP	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Cirilli M (2017)	PUBMED:27746211	10116	10090	High Throughput	-	-	-	-	BIOGRID	P05554	-	NP_001274506|NP_001274507|NP_036656|NP_001274508	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Rattus norvegicus	Mus musculus
2535592	24253	29875	246438	205938	-	-	Cebpb	Iqgap1	Il6dbp|NF-IL6|TCF5	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Cirilli M (2017)	PUBMED:27746211	10116	10090	High Throughput	-	-	Source of Cebpb not clear	-	BIOGRID	P21272	-	NP_077039|NP_001288649|NP_001288644	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Rattus norvegicus	Mus musculus
2554244	545030	29875	243885	205938	-	-	Wdfy4	Iqgap1	Gm18810	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Theisen DJ (2018)	PUBMED:30409884	10090	10090	High Throughput	-	-	-	-	BIOGRID	-	E9PV60	NP_001139494	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2622623	20238	29875	203083	205938	-	-	Atxn1	Iqgap1	2900016G23Rik|Atx1|C85907|ENSMUSG00000074917|Gm10786|Sca1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Affinity Capture-MS	physical	Zhang S (2018)	PUBMED:30457570	10090	10090	High Throughput	-	-	ataxin-1[85Q]|in the presence of Arsenite	-	BIOGRID	P54254	J3QPR1	NP_001186234|NP_033150|NP_001186233	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2660541	16412	29875	200826	205938	-	-	Itgb1	Iqgap1	4633401G24Rik|AA409975|AA960159|CD29|ENSMUSG00000051907|Fnrb|Gm9863|gpIIa	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Reconstituted Complex	physical	Tseng HY (2018)	PUBMED:30333137	10090	10090	High Throughput	-	-	-	-	BIOGRID	P09055	-	NP_034708	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2660611	16416	29875	200830	205938	RP24-460H24.1	-	Itgb3	Iqgap1	CD61|GP3A|INGRB3	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Reconstituted Complex	physical	Tseng HY (2018)	PUBMED:30333137	10090	10090	High Throughput	-	-	-	-	BIOGRID	O54890	-	NP_058060	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663622	12461	29875	198564	205938	-	-	Cct2	Iqgap1	Cctb	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.702	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P80314	Q542X7	NP_031662	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663623	12709	29875	198725	205938	-	-	Ckb	Iqgap1	B-CK|Bck|Ck-3|Ck3|Ckbb	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q04447	-	NP_067248	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663624	13684	29875	199420	205938	-	-	Eif4e	Iqgap1	EG668879|Eif4e-ps|If4e|eIF-4E	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.706	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P63073	Q8C470|Q3TK95	NP_031943	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663625	22350	29875	204522	205938	-	-	Ezr	Iqgap1	AW146364|R75297|Vil2|p81	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.796	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P26040	Q3UL48|Q4KML7|Q8CBU4	NP_033536	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663626	15191	29875	200265	205938	-	-	Hdgf	Iqgap1	AI118077|D3Ertd299e	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.693	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P51859	-	NP_001317980|NP_032257|NP_001317981	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663627	100038882	29875	782389	205938	-	-	Isg15	Iqgap1	G1p2|IGI15|IP17|Irfp|UCRP	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.699	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q64339	Q4FJR9	NP_056598	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663628	76522	29875	218166	205938	-	-	Lsm8	Iqgap1	2010003I05Rik|AW214405|Naa38	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.683	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q6ZWM4	-	NP_598700	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663629	56193	29875	207832	205938	RP23-348N2.1	-	Plek	Iqgap1	2010300B13Rik	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.729	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9JHK5	Q5F271	NP_062422	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2663630	81910	29875	219905	205938	RP23-77A2.2	-	Rrbp1	Iqgap1	1700087N07Rik|5730465C04Rik|ES/130|mKIAA1398|mRRp0|mRRp1.8|mRRp10|mRRp15a|mRRp15b|mRRp16.8|mRRp2|mRRp41|mRRp47|mRRp5.4|p180	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.756	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q99PL5	A2AVJ7|Q8CAB9	NP_077243|NP_598329	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2664643	29875	26440	205938	204991	-	-	Iqgap1	Psma1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	C2|HC2|Pros-30|alpha-type	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.737	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	Q9R1P4	Q3TS44	NP_036095	-	-	-	-	-	-	Mus musculus	Mus musculus
2668933	29875	26905	205938	205054	-	RP23-99I10.1	Iqgap1	Eif2s3x	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	AA409828|AA547477|AI314668|Eif-2gx	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8465	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	Q9Z0N1	Q3TML6	NP_036140	-	-	-	-	-	-	Mus musculus	Mus musculus
2670287	29875	16201	205938	200648	-	-	Iqgap1	Ilf3	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	MBII-26|MPHOSPH4|NF90|NFAR	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.692	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	Q9Z1X4	Q45VK6|Q45VK5	NP_001036173|NP_001036172|NP_001036174|NP_034691|NP_001264251|NP_001264250	-	-	-	-	-	-	Mus musculus	Mus musculus
2670317	11461	29875	197944	205938	-	-	Actb	Iqgap1	Actx|E430023M04Rik|beta-actin	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.945	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P60710	B2RRX1	NP_031419	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670318	60595	29875	208624	205938	-	-	Actn4	Iqgap1	C77391	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8715	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P57780	Q3ULT2	NP_068695	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670319	11800	29875	198151	205938	RP23-16O15.1	-	Api5	Iqgap1	AAC-11|AI196452	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.705	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O35841	Q3UYQ4	NP_031492	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670320	12331	29875	198468	205938	RP23-121J14.1	-	Cap1	Iqgap1	-	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7615	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P40124	Q3U0U5|Q3UVJ2	NP_001287996|NP_031624	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670321	12402	29875	198527	205938	-	-	Cbl	Iqgap1	4732447J05Rik|Cbl-2|c-Cbl	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7275	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P22682	-	NP_031645	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670322	12540	29875	198627	205938	RP23-246F18.2	-	Cdc42	Iqgap1	AI747189|AU018915	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.96	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P60766	-	NP_033991|NP_001230698	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670323	56430	29875	207974	205938	-	-	Clip1	Iqgap1	1110007I12Rik|4631429H07Rik|AV017631|C81039|CLIP-170|CLIP170|CYLN1|Clip50|Rsn|mKIAA4046|restin	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.9355	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q922J3	D3Z3M7|F8WIA1|D3Z2Z1	NP_001278158|NP_062739	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670324	13211	29875	199088	205938	-	-	Dhx9	Iqgap1	AI326842|Ddx9|HEL-5|NDHII|RHA|mHEL-5	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7615	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O70133	Q05BR6|A0A087WPL5|Q3TF92	NP_031868	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670325	15502	29875	200446	205938	RP23-135L5.1	-	Dnaja1	Iqgap1	Hsj2|Nedd7	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.755	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P63037	Q5NTY0	NP_032324|NP_001158143|NP_001158144	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670326	14265	29875	199716	205938	-	-	Fmr1	Iqgap1	FMRP|Fmr-1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7575	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	Q8BPK8|Q6AXB7|E9QAT0|Q547R0|E9QNF5	NP_001277353|NP_032057	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670327	72946	29875	215663	205938	RP23-254N4.4	-	Lrrc47	Iqgap1	2900010D03Rik|AA960559|mKIAA1185	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.742	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q505F5	B1AX98	NP_957678	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670328	26395	29875	204949	205938	-	-	Map2k1	Iqgap1	MAPKK1|MEKK1|Mek1|Prkmk1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.842	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P31938	Q3TMJ8	NP_032953	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670329	26396	29875	204950	205938	-	-	Map2k2	Iqgap1	AA589381|MEK2|MK2|Prkmk2	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.866	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q63932	Q91YS7|Q3USU3|Q8CB46	NP_075627	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670330	17886	29875	201650	205938	AL583886.1	-	Myh9	Iqgap1	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8105	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q8VDD5	-	NP_071855	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670331	18458	29875	202010	205938	-	-	Pabpc1	Iqgap1	PABP|Pabp1|PabpI|Pabpl1|ePAB	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7115	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P29341	-	NP_032800	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670332	23983	29875	204835	205938	-	-	Pcbp1	Iqgap1	WBP17|[a]CP-1|alphaCP-1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7095	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P60335	-	NP_035995	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670333	18717	29875	202169	205938	-	-	Pip5k1c	Iqgap1	AI115456|AI835305|Pip5kIgamma	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.8155	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	O70161	F8WHW6	NP_032870|NP_001140159|NP_001280575|NP_001280576	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670334	18799	29875	202236	205938	-	-	Plcd1	Iqgap1	AW212592|C79986	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.7095	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	Q8R3B1	G5DDB7	NP_062650|NP_001280577	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670335	19181	29875	202427	205938	-	-	Psmc2	Iqgap1	-	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.6855	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	-	Q8BVQ9	NP_035318	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
2670336	14083	29875	199587	205938	-	-	Ptk2	Iqgap1	FAK|FRNK|Fadk|mKIAA4203|p125FAK	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	Co-fractionation	physical	Pourhaghighi R (2020)	PUBMED:32325033	10090	10090	High Throughput	0.862	-	High confidence interactions had an EPIC Score >= 0.683	-	BIOGRID	P34152	-	NP_032008|NP_001123881	Q9JKF1	Q3TPD2|Q3TU98	NP_057930	-	-	-	-	-	-	Mus musculus	Mus musculus
